Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
1008,Finance,Male,39,Manager,2024-08-15 08:03:05.556036,0,Bachelor,4,8400.0,32,4,22,1,25,9,26,0,2.37,False
1009,Operations,Female,52,Technician,2016-08-13 08:03:05.556036,8,Bachelor,4,4900.0,60,17,3,14,0,6,71,1,2.66,False
1010,Legal,Other,51,Analyst,2015-06-30 08:03:05.556036,9,Master,4,5600.0,44,20,10,10,75,5,49,1,4.35,False
1011,Marketing,Male,49,Technician,2015-09-07 08:03:05.556036,9,High School,2,4200.0,42,32,13,5,0,11,60,2,3.53,False
1012,HR,Female,53,Manager,2022-12-18 08:03:05.556036,1,Bachelor,2,7200.0,58,34,7,8,75,19,89,2,3.38,False
1013,IT,Female,60,Technician,2021-08-26 08:03:05.556036,3,High School,2,4200.0,48,29,22,7,25,10,87,1,4.49,True
1014,Engineering,Male,57,Technician,2018-09-30 08:03:05.556036,5,Bachelor,3,4550.0,35,45,11,8,0,17,83,0,1.52,False
1015,Operations,Male,22,Consultant,2023-07-22 08:03:05.556036,1,Bachelor,2,6600.0,46,23,8,6,100,2,47,1,2.31,False
1016,HR,Male,45,Technician,2017-05-24 08:03:05.556036,7,High School,5,5250.0,50,27,7,2,50,17,91,2,4.03,False
1017,Finance,Male,33,Engineer,2015-06-13 08:03:05.556036,9,Bachelor,2,7200.0,37,27,22,5,0,15,26,0,1.2,False
1018,Engineering,Female,50,Specialist,2015-08-09 08:03:05.556036,9,High School,3,5850.0,50,24,21,11,25,1,76,2,3.31,False
1019,HR,Female,43,Analyst,2020-05-25 08:03:05.556036,4,Bachelor,1,4400.0,30,3,22,1,100,6,27,0,2.25,False
1020,Operations,Female,45,Specialist,2017-10-31 08:03:05.556036,6,Bachelor,5,6750.0,40,44,16,14,100,16,90,2,2.74,False
1021,Legal,Female,24,Technician,2018-04-24 08:03:05.556036,6,High School,4,4900.0,50,0,3,4,100,15,9,0,2.08,False
1022,Marketing,Female,42,Developer,2019-11-08 08:03:05.556036,4,High School,2,6000.0,47,46,22,8,100,11,34,2,3.06,False
1023,Engineering,Female,54,Developer,2017-06-19 08:03:05.556036,7,Master,3,6500.0,34,16,27,13,75,10,36,1,3.85,False
1024,Legal,Female,33,Engineer,2021-05-18 08:03:05.556036,3,Bachelor,2,7200.0,33,24,25,2,50,6,44,0,1.46,True
1025,HR,Female,36,Manager,2018-01-18 08:03:05.556036,6,Bachelor,2,7200.0,50,33,9,13,0,4,88,2,1.33,False
1026,Customer Support,Female,26,Manager,2021-01-10 08:03:05.556036,3,High School,5,9000.0,42,45,14,5,50,18,31,0,2.3,False
1027,HR,Male,51,Specialist,2016-06-04 08:03:05.556036,8,Bachelor,1,4950.0,56,33,5,14,25,19,81,1,4.29,False
1028,Legal,Female,49,Manager,2019-12-17 08:03:05.556036,4,Master,2,7200.0,46,40,18,10,50,8,8,2,4.61,False
1029,Engineering,Male,22,Developer,2020-05-09 08:03:05.556036,4,High School,4,7000.0,30,42,13,0,75,8,53,0,4.81,False
1030,Sales,Female,56,Developer,2016-03-18 08:03:05.556036,8,Master,4,7000.0,34,27,25,0,50,13,20,2,3.96,False
1031,IT,Male,47,Technician,2015-09-17 08:03:05.556036,8,High School,1,3850.0,34,30,19,9,100,5,52,2,3.16,False
1032,Customer Support,Female,53,Developer,2021-03-12 08:03:05.556036,3,High School,5,7500.0,36,49,2,8,75,12,59,1,2.78,False
1033,HR,Male,43,Manager,2018-03-23 08:03:05.556036,6,Bachelor,4,8400.0,49,47,16,4,50,3,47,1,3.51,False
1034,Finance,Male,26,Manager,2023-11-24 08:03:05.556036,0,High School,2,7200.0,52,15,5,11,0,5,47,2,4.81,False
1035,Marketing,Male,48,Specialist,2017-11-13 08:03:05.556036,6,Bachelor,4,6300.0,57,36,28,8,100,10,90,0,1.77,False
1036,IT,Female,50,Consultant,2020-12-11 08:03:05.556036,3,Bachelor,4,7700.0,45,38,24,14,0,4,76,0,4.92,False
1037,Marketing,Male,50,Consultant,2021-06-18 08:03:05.556036,3,Master,5,8250.0,60,4,20,9,0,3,38,0,2.85,False
1038,Finance,Female,54,Analyst,2022-04-15 08:03:05.556036,2,Bachelor,2,4800.0,57,39,23,4,50,4,23,0,3.85,False
1039,Legal,Male,47,Manager,2022-04-25 08:03:05.556036,2,Master,2,7200.0,45,5,10,10,100,1,55,2,2.34,False
1040,Customer Support,Female,48,Developer,2022-12-06 08:03:05.556036,1,Bachelor,2,6000.0,55,13,21,1,0,4,92,0,3.54,False
1041,Legal,Female,36,Developer,2022-02-18 08:03:05.556036,2,Master,1,5500.0,48,37,1,3,50,7,79,1,1.23,False
1042,Sales,Female,58,Consultant,2019-04-22 08:03:05.556036,5,Bachelor,1,6050.0,52,13,29,1,50,16,6,0,1.27,False
1043,IT,Female,43,Specialist,2016-11-26 08:03:05.556036,7,High School,2,5400.0,51,12,2,7,0,17,75,2,3.18,False
1044,Legal,Male,38,Analyst,2021-01-02 08:03:05.556036,3,High School,5,6000.0,59,49,1,14,75,11,37,2,2.71,False
1045,Legal,Female,52,Engineer,2019-08-08 08:03:05.556036,5,High School,3,7800.0,44,6,7,10,50,5,72,1,3.23,False
1046,Engineering,Female,51,Developer,2019-02-20 08:03:05.556036,5,Bachelor,2,6000.0,51,11,24,1,50,16,37,2,4.02,False
1047,Customer Support,Other,43,Manager,2020-11-28 08:03:05.556036,3,High School,3,7800.0,54,18,18,2,25,12,25,1,4.02,False
1048,Sales,Female,36,Engineer,2015-10-25 08:03:05.556036,8,Bachelor,1,6600.0,47,26,19,12,25,4,77,1,2.42,True
1049,Operations,Male,36,Technician,2022-02-21 08:03:05.556036,2,Bachelor,4,4900.0,48,27,3,0,50,7,18,0,1.18,False
1050,IT,Female,41,Developer,2019-09-17 08:03:05.556036,4,Master,5,7500.0,33,28,26,10,0,5,80,1,1.56,False
1051,Finance,Male,37,Analyst,2020-12-11 08:03:05.556036,3,Bachelor,2,4800.0,43,0,14,13,50,9,62,2,4.1,False
1052,HR,Male,50,Consultant,2019-12-05 08:03:05.556036,4,Bachelor,3,7150.0,49,10,2,12,75,14,21,0,1.68,True
1053,Customer Support,Female,35,Analyst,2021-03-28 08:03:05.556036,3,High School,4,5600.0,52,6,2,10,100,13,99,2,3.77,False
1054,Finance,Female,31,Specialist,2022-05-10 08:03:05.556036,2,Bachelor,3,5850.0,45,20,16,3,25,2,22,0,2.0,False
1055,Legal,Female,45,Analyst,2016-05-01 08:03:05.556036,8,Bachelor,3,5200.0,45,29,3,11,75,11,96,1,1.14,False
1056,Marketing,Male,30,Engineer,2018-03-23 08:03:05.556036,6,Bachelor,4,8400.0,52,44,18,12,0,3,61,2,4.58,False
1057,Finance,Male,39,Engineer,2018-08-11 08:03:05.556036,6,High School,2,7200.0,51,28,25,4,0,18,15,2,3.21,False
1058,Engineering,Male,42,Technician,2023-10-02 08:03:05.556036,0,Bachelor,4,4900.0,32,10,1,14,75,17,91,0,3.55,False
1059,Customer Support,Male,36,Consultant,2019-09-19 08:03:05.556036,4,Bachelor,2,6600.0,46,20,22,6,50,3,18,1,4.04,False
1060,Marketing,Female,53,Developer,2014-12-27 08:03:05.556036,9,High School,2,6000.0,51,6,26,2,0,7,87,1,3.19,False
1061,IT,Female,35,Manager,2018-08-20 08:03:05.556036,6,Bachelor,4,8400.0,53,32,10,1,50,18,73,1,2.62,False
1062,Customer Support,Male,39,Technician,2023-05-26 08:03:05.556036,1,Bachelor,5,5250.0,57,41,18,4,25,1,71,0,2.87,False
1063,Marketing,Other,48,Consultant,2015-10-02 08:03:05.556036,8,Master,3,7150.0,32,42,26,11,25,15,30,1,3.59,False
1064,Operations,Male,40,Developer,2019-01-06 08:03:05.556036,5,High School,4,7000.0,40,40,9,9,75,13,87,1,1.51,False
1065,Engineering,Male,31,Specialist,2018-09-19 08:03:05.556036,5,Master,3,5850.0,37,22,25,1,25,9,57,2,1.92,False
1066,Customer Support,Female,59,Analyst,2023-11-13 08:03:05.556036,0,Master,5,6000.0,47,48,10,6,50,14,35,0,3.66,False
1067,Operations,Female,49,Specialist,2023-02-28 08:03:05.556036,1,Bachelor,3,5850.0,46,12,27,8,100,8,32,0,1.74,False
1068,Engineering,Male,43,Specialist,2015-02-13 08:03:05.556036,9,Master,4,6300.0,48,24,9,11,50,1,90,0,1.66,False
1069,Legal,Female,29,Engineer,2017-12-28 08:03:05.556036,6,High School,2,7200.0,31,41,25,5,25,7,62,1,2.79,False
1070,Sales,Male,55,Manager,2020-09-29 08:03:05.556036,3,Bachelor,4,8400.0,40,15,16,1,50,19,90,1,4.29,False
1071,Sales,Male,52,Developer,2016-01-28 08:03:05.556036,8,High School,2,6000.0,32,30,8,3,0,1,13,1,4.28,True
1072,Legal,Female,54,Technician,2020-02-16 08:03:05.556036,4,Bachelor,2,4200.0,56,30,18,7,0,16,22,0,4.71,False
1073,IT,Female,43,Analyst,2022-11-30 08:03:05.556036,1,Bachelor,1,4400.0,49,35,5,11,0,6,76,1,2.0,True
1074,Sales,Female,42,Engineer,2016-04-24 08:03:05.556036,8,Master,2,7200.0,54,29,15,12,100,3,10,0,4.64,False
1075,Legal,Male,51,Technician,2020-01-04 08:03:05.556036,4,High School,2,4200.0,45,35,8,4,75,10,99,1,2.6,False
1076,Customer Support,Female,24,Developer,2018-11-23 08:03:05.556036,5,Master,3,6500.0,34,31,26,4,100,6,62,0,4.34,False
1077,Legal,Female,26,Specialist,2019-09-13 08:03:05.556036,4,Master,3,5850.0,31,36,2,5,50,5,65,0,4.7,False
1078,Finance,Female,52,Consultant,2019-09-19 08:03:05.556036,4,High School,4,7700.0,47,34,12,5,0,1,40,0,4.03,False
1079,Engineering,Female,57,Analyst,2017-09-25 08:03:05.556036,6,Bachelor,3,5200.0,31,2,3,10,0,1,74,2,3.06,False
1080,Customer Support,Other,45,Engineer,2022-09-20 08:03:05.556036,1,Bachelor,2,7200.0,54,0,28,9,50,19,38,1,3.23,True
1081,Operations,Male,59,Analyst,2024-05-10 08:03:05.556036,0,Bachelor,4,5600.0,41,37,29,4,75,6,13,2,3.28,False
1082,Finance,Male,59,Technician,2024-04-11 08:03:05.556036,0,High School,5,5250.0,60,42,14,4,100,3,20,1,4.62,False
1083,Sales,Male,30,Consultant,2019-11-10 08:03:05.556036,4,High School,2,6600.0,44,46,2,2,0,12,70,0,4.0,False
1084,Engineering,Other,34,Specialist,2020-05-20 08:03:05.556036,4,High School,1,4950.0,45,32,24,2,100,18,16,2,3.13,False
1085,Finance,Male,56,Manager,2022-04-13 08:03:05.556036,2,Bachelor,2,7200.0,38,28,24,1,100,6,46,1,1.14,False
1086,Marketing,Female,37,Manager,2016-10-14 08:03:05.556036,7,PhD,4,8400.0,30,5,23,3,50,12,41,0,3.87,True
1087,Sales,Other,55,Technician,2017-03-10 08:03:05.556036,7,High School,2,4200.0,48,43,26,13,50,9,13,0,1.78,False
1088,Marketing,Male,50,Technician,2020-09-17 08:03:05.556036,3,Bachelor,4,4900.0,42,22,21,0,75,15,22,0,1.09,False
1089,HR,Female,51,Specialist,2015-07-31 08:03:05.556036,9,Bachelor,3,5850.0,55,32,17,1,0,13,10,1,3.56,False
1090,IT,Male,26,Developer,2018-08-18 08:03:05.556036,6,Master,2,6000.0,49,2,21,14,0,5,91,2,3.52,False
1091,Legal,Male,55,Specialist,2017-10-22 08:03:05.556036,6,Bachelor,5,6750.0,48,6,23,3,50,19,6,2,2.73,False
1092,Sales,Male,46,Specialist,2016-06-25 08:03:05.556036,8,Bachelor,1,4950.0,32,17,9,0,100,9,93,1,4.16,False
1093,Engineering,Female,50,Specialist,2023-10-14 08:03:05.556036,0,Master,4,6300.0,44,25,4,8,75,6,53,1,2.95,False
1094,Engineering,Male,42,Specialist,2024-08-14 08:03:05.556036,0,High School,5,6750.0,30,10,29,3,75,15,2,0,3.53,True
1095,Legal,Male,52,Technician,2024-08-10 08:03:05.556036,0,Bachelor,1,3850.0,57,18,10,5,25,2,21,2,2.01,False
1096,Sales,Female,34,Technician,2016-12-06 08:03:05.556036,7,Bachelor,5,5250.0,57,21,12,14,100,1,53,0,3.54,False
1097,Legal,Male,59,Consultant,2015-09-05 08:03:05.556036,9,Bachelor,5,8250.0,54,36,22,8,100,7,84,0,1.48,False
1098,Engineering,Female,55,Consultant,2020-06-22 08:03:05.556036,4,High School,1,6050.0,39,6,18,1,75,18,14,1,3.42,False
1099,Engineering,Female,23,Specialist,2015-10-31 08:03:05.556036,8,Bachelor,2,5400.0,36,37,29,5,100,9,91,1,2.54,False
1100,Operations,Male,48,Specialist,2021-08-01 08:03:05.556036,3,Bachelor,3,5850.0,42,36,29,10,0,12,60,2,3.88,False
1101,Engineering,Male,47,Manager,2022-10-19 08:03:05.556036,1,Bachelor,5,9000.0,34,6,3,5,0,8,26,1,4.29,False
1102,Legal,Female,47,Engineer,2015-08-23 08:03:05.556036,9,Bachelor,3,7800.0,59,14,25,6,50,3,98,2,3.19,False
1103,IT,Male,30,Specialist,2019-07-12 08:03:05.556036,5,Bachelor,4,6300.0,31,48,29,4,25,5,97,0,1.3,False
1104,HR,Female,54,Analyst,2016-02-04 08:03:05.556036,8,PhD,2,4800.0,31,2,7,10,25,15,10,0,4.88,False
1105,Marketing,Male,31,Engineer,2018-06-17 08:03:05.556036,6,High School,3,7800.0,35,37,11,0,25,1,52,2,1.14,False
1106,IT,Female,60,Engineer,2015-11-28 08:03:05.556036,8,Bachelor,3,7800.0,50,9,21,5,50,8,59,1,4.73,True
1107,Operations,Male,25,Developer,2016-02-22 08:03:05.556036,8,High School,2,6000.0,47,13,8,9,0,12,37,1,3.0,False
1108,HR,Male,48,Manager,2022-12-22 08:03:05.556036,1,Bachelor,3,7800.0,34,9,4,11,100,6,79,2,4.06,False
1109,HR,Female,53,Analyst,2018-12-28 08:03:05.556036,5,Master,4,5600.0,30,24,4,3,25,14,16,0,3.6,False
1110,Sales,Male,27,Technician,2024-01-04 08:03:05.556036,0,PhD,3,4550.0,37,40,20,8,50,1,64,2,4.61,False
1111,Sales,Male,28,Technician,2018-05-02 08:03:05.556036,6,Master,3,4550.0,38,42,23,14,25,11,20,2,1.29,False
1112,Customer Support,Female,31,Consultant,2019-12-13 08:03:05.556036,4,Bachelor,2,6600.0,32,26,4,11,0,16,32,1,1.92,False
1113,Customer Support,Female,45,Developer,2016-12-05 08:03:05.556036,7,Bachelor,3,6500.0,45,27,14,7,50,5,28,2,4.23,False
1114,Engineering,Female,55,Engineer,2018-03-11 08:03:05.556036,6,High School,4,8400.0,39,7,25,4,0,13,43,0,4.72,False
1115,Marketing,Male,26,Engineer,2017-03-27 08:03:05.556036,7,Bachelor,3,7800.0,59,47,5,12,100,19,96,0,2.83,False
1116,Marketing,Male,55,Technician,2022-03-17 08:03:05.556036,2,Bachelor,1,3850.0,57,48,4,3,75,10,47,2,2.32,False
1117,HR,Female,26,Consultant,2017-03-01 08:03:05.556036,7,Bachelor,2,6600.0,43,21,17,8,0,6,20,1,3.75,False
1118,Finance,Female,49,Developer,2017-10-07 08:03:05.556036,6,Bachelor,4,7000.0,48,40,19,9,75,1,97,0,3.51,False
1119,Marketing,Male,49,Consultant,2015-05-27 08:03:05.556036,9,High School,5,8250.0,47,21,17,14,100,9,24,2,1.18,False
1120,Legal,Female,34,Specialist,2016-05-28 08:03:05.556036,8,Bachelor,5,6750.0,44,19,14,14,50,19,6,1,3.62,False
1121,Legal,Female,54,Manager,2021-10-10 08:03:05.556036,2,Bachelor,2,7200.0,34,6,18,4,0,9,43,2,3.46,False
1122,Operations,Female,51,Developer,2021-04-14 08:03:05.556036,3,High School,4,7000.0,58,25,26,2,75,2,35,0,2.49,False
1123,Operations,Male,31,Specialist,2015-10-21 08:03:05.556036,8,Bachelor,2,5400.0,36,1,13,4,50,15,37,1,2.97,False
1124,Finance,Female,39,Consultant,2015-05-23 08:03:05.556036,9,High School,2,6600.0,38,39,8,4,50,11,87,2,1.24,False
1125,Legal,Female,29,Consultant,2023-08-01 08:03:05.556036,1,Bachelor,5,8250.0,44,6,29,7,100,5,21,0,3.48,False
1126,Operations,Female,49,Analyst,2023-12-14 08:03:05.556036,0,PhD,2,4800.0,45,26,6,11,100,19,77,0,3.31,False
1127,IT,Male,31,Manager,2015-08-12 08:03:05.556036,9,High School,1,6600.0,55,30,14,8,50,18,11,2,2.63,False
1128,Engineering,Male,47,Technician,2021-04-19 08:03:05.556036,3,High School,4,4900.0,50,4,19,7,100,14,96,0,4.61,False
1129,Legal,Female,22,Consultant,2021-06-22 08:03:05.556036,3,Bachelor,3,7150.0,38,0,8,9,100,16,85,2,4.28,False
1130,Marketing,Female,32,Analyst,2023-01-24 08:03:05.556036,1,High School,1,4400.0,39,29,28,6,75,4,1,0,4.68,False
1131,Customer Support,Female,59,Technician,2022-06-29 08:03:05.556036,2,High School,3,4550.0,35,17,5,3,75,18,16,1,4.34,False
1132,Legal,Female,58,Engineer,2023-11-25 08:03:05.556036,0,Bachelor,2,7200.0,37,16,11,7,75,12,76,2,4.68,False
1133,Finance,Female,55,Developer,2020-06-01 08:03:05.556036,4,High School,5,7500.0,53,45,16,14,0,4,55,1,4.5,False
1134,Sales,Female,42,Developer,2019-03-05 08:03:05.556036,5,High School,3,6500.0,60,17,12,0,50,13,2,0,3.83,False
1135,Finance,Other,43,Engineer,2023-12-19 08:03:05.556036,0,Bachelor,5,9000.0,40,13,5,7,0,7,24,1,1.3,False
1136,IT,Male,22,Specialist,2021-01-02 08:03:05.556036,3,High School,4,6300.0,45,19,6,8,0,5,85,2,1.16,False
1137,Finance,Female,35,Technician,2015-09-19 08:03:05.556036,8,High School,2,4200.0,43,32,22,6,50,19,90,1,1.3,False
1138,Sales,Male,49,Specialist,2023-11-16 08:03:05.556036,0,Bachelor,5,6750.0,48,31,3,6,50,18,34,0,3.87,False
1139,Engineering,Female,59,Technician,2021-04-11 08:03:05.556036,3,High School,1,3850.0,35,2,3,6,50,11,11,2,1.23,False
1140,Sales,Male,47,Developer,2015-01-14 08:03:05.556036,9,Bachelor,2,6000.0,35,42,25,10,100,15,94,0,2.92,False
1141,Operations,Other,41,Technician,2017-10-29 08:03:05.556036,6,High School,2,4200.0,53,20,9,7,0,7,77,2,2.47,False
1142,Engineering,Male,29,Technician,2020-03-20 08:03:05.556036,4,Bachelor,1,3850.0,41,37,13,5,75,17,96,2,2.48,False
1143,Marketing,Female,25,Analyst,2015-09-18 08:03:05.556036,8,Bachelor,2,4800.0,55,47,12,5,25,9,45,0,2.15,True
1144,Customer Support,Male,43,Manager,2023-01-31 08:03:05.556036,1,High School,5,9000.0,48,40,17,13,25,7,67,0,2.44,False
1145,Engineering,Female,33,Engineer,2017-11-08 08:03:05.556036,6,Bachelor,4,8400.0,51,33,23,13,25,16,42,2,2.83,False
1146,Finance,Male,25,Developer,2018-09-21 08:03:05.556036,5,High School,1,5500.0,33,10,20,0,0,18,71,2,1.36,False
1147,Finance,Female,58,Manager,2016-08-30 08:03:05.556036,8,Bachelor,5,9000.0,42,36,15,10,75,3,27,1,2.21,False
1148,IT,Male,41,Developer,2017-01-20 08:03:05.556036,7,Bachelor,2,6000.0,48,13,14,7,0,9,9,1,1.67,False
1149,Marketing,Male,38,Analyst,2020-01-25 08:03:05.556036,4,PhD,1,4400.0,32,18,26,4,75,5,63,1,3.87,False
1150,Sales,Male,25,Technician,2023-05-11 08:03:05.556036,1,High School,2,4200.0,46,46,28,7,0,9,28,0,1.53,False
1151,Marketing,Male,25,Analyst,2015-02-07 08:03:05.556036,9,Bachelor,2,4800.0,39,24,23,8,50,2,2,1,3.93,False
1152,Engineering,Female,47,Specialist,2016-11-23 08:03:05.556036,7,High School,2,5400.0,46,8,7,12,100,15,52,1,2.13,True
1153,Legal,Female,38,Technician,2021-04-05 08:03:05.556036,3,High School,1,3850.0,38,8,19,6,0,2,15,1,2.66,False
1154,Sales,Female,39,Analyst,2023-01-03 08:03:05.556036,1,High School,2,4800.0,37,37,14,3,75,13,45,0,4.21,True
1155,Engineering,Male,30,Manager,2021-11-03 08:03:05.556036,2,Master,4,8400.0,52,24,15,8,75,6,88,2,4.27,False
1156,Engineering,Male,52,Consultant,2015-07-30 08:03:05.556036,9,Master,3,7150.0,40,49,17,13,75,13,75,1,2.58,False
1157,Marketing,Male,56,Technician,2020-09-26 08:03:05.556036,3,High School,4,4900.0,47,14,3,9,100,7,88,2,2.23,False
1158,IT,Male,47,Specialist,2015-11-09 08:03:05.556036,8,Master,2,5400.0,45,17,20,11,100,12,85,1,4.45,False
1159,Legal,Male,24,Engineer,2015-01-20 08:03:05.556036,9,High School,4,8400.0,55,6,26,4,0,19,33,0,4.09,False
1160,IT,Female,59,Analyst,2024-05-24 08:03:05.556036,0,High School,1,4400.0,44,46,2,8,100,7,73,1,4.11,False
1161,IT,Female,30,Specialist,2022-07-12 08:03:05.556036,2,High School,1,4950.0,38,36,3,12,75,2,63,2,1.8,False
1162,Finance,Male,56,Consultant,2016-02-17 08:03:05.556036,8,PhD,3,7150.0,58,15,23,1,75,11,77,0,2.14,False
1163,Legal,Male,43,Engineer,2018-12-25 08:03:05.556036,5,Bachelor,4,8400.0,40,18,23,6,50,2,74,0,1.33,False
1164,Operations,Male,51,Specialist,2021-12-07 08:03:05.556036,2,High School,5,6750.0,35,14,25,14,25,19,58,1,3.49,False
1165,Finance,Female,50,Developer,2022-08-28 08:03:05.556036,2,Bachelor,5,7500.0,46,19,10,5,50,7,70,1,3.38,False
1166,Sales,Female,54,Developer,2020-07-30 08:03:05.556036,4,High School,3,6500.0,31,12,7,1,100,11,3,2,3.4,False
1167,Legal,Female,46,Developer,2014-10-12 08:03:05.556036,9,High School,2,6000.0,41,2,7,5,100,9,89,2,3.97,False
1168,Operations,Female,23,Manager,2016-09-27 08:03:05.556036,7,Bachelor,5,9000.0,41,37,6,14,50,18,74,1,3.19,False
1169,Sales,Male,25,Specialist,2017-11-22 08:03:05.556036,6,Bachelor,2,5400.0,58,38,4,7,100,11,98,2,2.63,False
1170,Operations,Female,59,Specialist,2016-01-21 08:03:05.556036,8,Bachelor,3,5850.0,59,45,5,9,50,15,1,0,4.91,True
1171,Operations,Male,50,Engineer,2024-02-15 08:03:05.556036,0,Master,3,7800.0,58,29,14,10,25,19,94,2,2.24,False
1172,Operations,Male,31,Developer,2017-02-21 08:03:05.556036,7,Bachelor,4,7000.0,47,42,7,1,25,12,84,2,3.11,False
1173,Marketing,Female,39,Technician,2017-04-18 08:03:05.556036,7,Bachelor,5,5250.0,60,36,9,6,100,11,44,1,1.99,True
1174,IT,Other,40,Engineer,2014-10-25 08:03:05.556036,9,Bachelor,5,9000.0,31,42,10,13,50,15,69,1,4.08,False
1175,Sales,Male,35,Specialist,2017-12-11 08:03:05.556036,6,PhD,4,6300.0,35,44,8,7,25,4,58,0,1.26,False
1176,Operations,Female,25,Engineer,2023-03-02 08:03:05.556036,1,Master,4,8400.0,42,14,9,0,25,7,28,1,3.49,False
1177,Engineering,Female,34,Technician,2020-11-09 08:03:05.556036,3,PhD,3,4550.0,39,29,12,11,25,3,38,0,4.2,False
1178,Engineering,Female,43,Analyst,2022-03-31 08:03:05.556036,2,High School,2,4800.0,59,23,1,1,50,10,21,1,4.29,True
1179,Finance,Female,58,Technician,2015-07-01 08:03:05.556036,9,Bachelor,5,5250.0,48,42,22,3,50,14,14,1,3.31,False
1180,Legal,Male,59,Engineer,2017-02-16 08:03:05.556036,7,Bachelor,3,7800.0,37,36,4,1,100,5,7,1,3.8,False
1181,Sales,Male,33,Technician,2016-03-11 08:03:05.556036,8,Bachelor,3,4550.0,57,44,8,4,75,11,76,2,4.88,False
1182,Legal,Male,35,Analyst,2015-07-05 08:03:05.556036,9,High School,4,5600.0,54,40,11,2,50,9,58,2,1.57,False
1183,HR,Male,54,Specialist,2015-04-07 08:03:05.556036,9,Bachelor,2,5400.0,39,9,10,0,0,1,91,1,4.0,False
1184,Engineering,Male,32,Manager,2019-01-21 08:03:05.556036,5,High School,1,6600.0,35,8,1,5,50,17,90,1,3.55,False
1185,Marketing,Female,46,Specialist,2022-06-08 08:03:05.556036,2,High School,2,5400.0,55,27,24,4,0,13,45,2,1.66,False
1186,IT,Male,33,Manager,2020-05-30 08:03:05.556036,4,PhD,3,7800.0,40,39,7,5,100,7,74,2,4.21,False
1187,IT,Female,23,Specialist,2018-01-07 08:03:05.556036,6,Bachelor,5,6750.0,59,6,2,5,100,12,15,2,3.64,False
1188,Finance,Male,59,Developer,2023-12-23 08:03:05.556036,0,Bachelor,3,6500.0,58,28,4,7,0,6,6,0,3.72,False
1189,Operations,Female,31,Developer,2022-04-28 08:03:05.556036,2,High School,2,6000.0,55,11,1,5,0,3,93,1,2.88,True
1190,Marketing,Other,43,Engineer,2017-02-09 08:03:05.556036,7,Bachelor,5,9000.0,43,30,19,3,25,1,28,2,1.12,False
1191,HR,Female,32,Developer,2024-01-08 08:03:05.556036,0,Bachelor,5,7500.0,53,45,2,13,75,15,73,2,1.16,False
1192,Finance,Male,36,Developer,2016-10-05 08:03:05.556036,7,Bachelor,4,7000.0,52,25,7,10,75,10,19,0,2.23,False
1193,HR,Male,36,Analyst,2019-12-26 08:03:05.556036,4,Master,5,6000.0,57,1,9,14,75,10,7,1,2.1,False
1194,HR,Male,25,Developer,2021-03-31 08:03:05.556036,3,Master,4,7000.0,51,32,18,2,0,10,58,0,4.6,False
1195,Customer Support,Female,52,Analyst,2022-12-27 08:03:05.556036,1,High School,4,5600.0,51,29,14,1,100,17,69,0,4.13,False
1196,Marketing,Male,40,Consultant,2017-08-16 08:03:05.556036,7,High School,3,7150.0,43,41,13,14,0,12,98,1,3.3,False
1197,Operations,Male,48,Engineer,2016-11-28 08:03:05.556036,7,Bachelor,2,7200.0,57,9,23,11,100,8,55,0,2.54,False
1198,Customer Support,Male,54,Consultant,2016-04-04 08:03:05.556036,8,Bachelor,1,6050.0,37,22,27,6,100,11,6,2,3.65,False
1199,HR,Male,43,Manager,2015-10-17 08:03:05.556036,8,High School,3,7800.0,36,3,29,13,75,9,37,0,3.39,False
1200,HR,Male,30,Engineer,2016-04-04 08:03:05.556036,8,PhD,1,6600.0,60,16,20,10,0,10,66,2,3.37,False
1201,Customer Support,Female,52,Consultant,2017-04-01 08:03:05.556036,7,Master,5,8250.0,36,15,14,11,50,18,15,2,1.26,False
1202,Engineering,Female,32,Engineer,2023-02-25 08:03:05.556036,1,High School,4,8400.0,30,48,22,4,75,6,39,0,2.03,False
1203,Sales,Male,45,Specialist,2021-06-02 08:03:05.556036,3,Bachelor,1,4950.0,32,37,0,7,0,17,13,0,3.77,False
1204,Legal,Female,35,Manager,2017-11-01 08:03:05.556036,6,High School,2,7200.0,51,11,11,11,25,17,3,0,2.21,True
1205,Sales,Male,56,Manager,2016-01-03 08:03:05.556036,8,Bachelor,2,7200.0,53,39,14,8,25,11,71,2,4.74,False
1206,Operations,Male,29,Consultant,2023-06-02 08:03:05.556036,1,High School,5,8250.0,33,42,6,13,100,4,8,2,2.46,False
1207,Marketing,Male,50,Analyst,2019-11-01 08:03:05.556036,4,High School,4,5600.0,54,2,28,8,100,4,55,1,1.79,False
1208,Legal,Male,43,Manager,2021-05-07 08:03:05.556036,3,High School,5,9000.0,53,0,1,3,25,6,81,1,4.39,False
1209,Marketing,Male,26,Analyst,2021-09-20 08:03:05.556036,2,High School,4,5600.0,42,22,22,11,50,13,35,0,1.34,False
1210,Operations,Other,52,Engineer,2024-06-06 08:03:05.556036,0,Bachelor,4,8400.0,40,46,11,9,0,6,90,2,1.77,False
